##BLOCKS= 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate:,Plate1,1.3,PlateFormat,Endpoint,Absorbance,Raw,FALSE,1,,,,,,3,730 578 434 ,2,7,96,1,6,,,,,,,,,,,,,,,,,,,
,,,0.0356,0.0366,0.0371,0.0353,0.0381,0.0361,0.0368,0.0364,0.0364,0.0363,0.0392,,,0.3346,0.3125,0.2847,0.2897,0.2735,0.2489,0.2591,0.2421,0.2935,0.3617,0.3285,,,0.3162,0.318,0.2849,0.3334,0.3523,0.3038,0.3256,0.3234,0.3803,0.2725,0.2539
,,,0.0362,0.0383,0.0362,0.0359,0.0377,0.0357,0.0358,0.036,0.0361,0.0384,0.0364,,,0.3329,0.2941,0.302,0.2845,0.2806,0.2715,0.2759,0.2493,0.2876,0.3602,0.3648,,,0.3155,0.2988,0.2962,0.3174,0.3469,0.3212,0.3236,0.3091,0.3607,0.2712,0.276
,,0.0352,0.0358,0.0368,0.0367,0.037,0.0356,0.0382,0.0405,,,,,,0.3755,0.393,0.3939,0.3326,0.3371,0.3274,0.3471,0.3208,,,,,,0.2786,0.2946,0.2919,0.241,0.3249,0.3138,0.3154,0.324,,,,
,,0.0371,0.0373,0.0367,0.039,0.0375,0.0367,0.0369,0.0371,,,,,,0.4034,0.3851,0.3853,0.394,0.3292,0.3046,0.3171,0.3292,,,,,,0.2972,0.2879,0.2851,0.2864,0.3149,0.2903,0.283,0.3214,,,,
,,0.0362,0.0374,0.0358,0.0423,0.0366,0.0367,0.0379,0.0378,,,,,,0.4014,0.3867,0.3856,0.377,0.3606,0.3055,0.3294,0.3433,,,,,,0.2929,0.2911,0.2826,0.2759,0.3368,0.2849,0.2945,0.3357,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
~End,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Original Filename: Plate_2-23-2020; Date Last Saved: 2/23/2020 1:27:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Workflow:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Set Temperature: IsTemperatureControlOn=""True"" MaximumTemperature=""66"" MinimumTemperature=""15"" TemperatureToSet=""25"" WaitTemperatureToRise=""True"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Open Drawer: Message="""" WaitForDrawToClose=""True"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Read: ExperimentNameToRead=""Expt1"" SectionNameToRead=""Plate1"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Open Drawer: Message="""" WaitForDrawToClose=""True"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#NAME?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Read: ExperimentNameToRead=""Expt1"" SectionNameToRead=""Plate2"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Open Drawer: Message="""" WaitForDrawToClose=""True"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

