##BLOCKS= 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate:,Plate1,1.3,PlateFormat,Endpoint,Absorbance,Raw,FALSE,1,,,,,,3,730 578 434 ,2,7,96,1,6,,,,,,,,,,,,,,,,,,,
~End,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate:,Plate2,1.3,PlateFormat,Endpoint,Absorbance,Raw,FALSE,1,,,,,,3,730 578 434 ,2,7,96,1,6,,,,,,,,,,,,,,,,,,,
,Temperature(¡C),1,2,3,4,5,6,7,8,9,10,11,12,,1,2,3,4,5,6,7,8,9,10,11,12,,1,2,3,4,5,6,7,8,9,10,11,12
,25,,0.034,0.0353,0.0348,0.035,0.0351,0.0347,0.0343,0.0345,0.0349,0.0346,0.0341,,,0.3071,0.2955,0.3035,0.2765,0.2731,0.2849,0.2955,0.2718,0.1995,0.3836,0.3946,,,0.2971,0.325,0.3159,0.33,0.3313,0.3461,0.346,0.3409,0.3468,0.2984,0.2924
,,,0.034,0.035,0.0352,0.0341,0.0336,0.0346,0.0344,0.0353,0.0345,0.0343,0.0347,,,0.3278,0.3033,0.3169,0.2917,0.2882,0.2833,0.2769,0.2776,0.2135,0.3846,0.3922,,,0.3087,0.3233,0.3208,0.3404,0.3396,0.3336,0.3393,0.342,0.3581,0.3,0.2931
,,,0.0335,0.0349,0.0357,0.0355,0.0357,0.0346,0.0351,0.0351,0.0355,0.0359,0.0355,,,0.342,0.2998,0.3037,0.2919,0.2916,0.2865,0.2892,0.2521,0.2325,0.3661,0.4006,,,0.3216,0.3181,0.3097,0.3389,0.3345,0.3314,0.3128,0.2922,0.3792,0.2848,0.297
,,0.0344,0.0388,0.0353,0.0346,0.0358,0.0346,0.0349,0.0355,,,,,,0.3547,0.3723,0.3738,0.3514,0.3177,0.3254,0.3286,0.3348,,,,,,0.2991,0.3031,0.2935,0.3213,0.3234,0.3323,0.3298,0.3364,,,,
,,0.0354,0.036,0.0351,0.0364,0.0347,0.0349,0.0357,0.0354,,,,,,0.2993,0.3932,0.363,0.3687,0.3384,0.3156,0.3421,0.3361,,,,,,0.2508,0.3167,0.287,0.3384,0.3401,0.3171,0.3348,0.3291,,,,
,,0.0341,0.0346,0.0345,0.0344,0.0347,0.0382,0.0368,0.0353,,,,,,0.335,0.357,0.3458,0.3496,0.3333,0.3202,0.3365,0.3361,,,,,,0.2814,0.286,0.2711,0.3201,0.3279,0.3156,0.3319,0.3289,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
~End,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Original Filename: Plate_2-4-2020; Date Last Saved: 2/4/2020 4:30:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Workflow:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Set Temperature: IsTemperatureControlOn=""True"" MaximumTemperature=""66"" MinimumTemperature=""15"" TemperatureToSet=""25"" WaitTemperatureToRise=""True"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Open Drawer: Message="""" WaitForDrawToClose=""True"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Read: ExperimentNameToRead=""Expt1"" SectionNameToRead=""Plate1"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Open Drawer: Message="""" WaitForDrawToClose=""True"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#NAME?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Read: ExperimentNameToRead=""Expt1"" SectionNameToRead=""Plate2"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Open Drawer: Message="""" WaitForDrawToClose=""True"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
