##BLOCKS= 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate:,Plate1,1.3,PlateFormat,Endpoint,Absorbance,Raw,FALSE,1,,,,,,3,730 578 434 ,2,5,96,1,6,,,,,,,,,,,,,,,,,,,
,Temperature(ÁC),1,2,3,4,5,6,7,8,9,10,11,12,,1,2,3,4,5,6,7,8,9,10,11,12,,1,2,3,4,5,6,7,8,9,10,11,12
,26,,0.0365,0.0377,0.0372,0.0364,0.037,0.037,0.0375,0.0373,0.0354,0.0371,0.035,,,0.0377,0.0357,0.0363,0.0367,0.0355,0.0356,0.0406,0.036,0.034,0.0346,0.0319,,,0.0375,0.0387,0.0421,0.0394,0.0385,0.0402,0.0448,0.0387,0.0359,0.0372,0.0349
,,,0.0366,0.0386,0.0372,0.0353,0.0369,0.0372,0.0369,0.0391,0.0422,0.0345,0.0356,,,0.0378,0.0413,0.037,0.036,0.0356,0.0352,0.0351,0.037,0.0407,0.0306,0.0325,,,0.0383,0.0447,0.041,0.038,0.0402,0.0392,0.0386,0.0416,0.0445,0.0324,0.0352
,,,0.0375,0.0373,0.0386,0.0367,0.0368,0.038,0.0374,0.0379,0.036,0.0359,0.035,,,0.0462,0.0389,0.0381,0.0349,0.0372,0.0349,0.0362,0.0352,0.0353,0.0347,0.0342,,,0.0426,0.0418,0.0431,0.0381,0.0403,0.0387,0.0403,0.0394,0.0381,0.0363,0.0357
,,0.0356,0.0357,0.0376,0.0374,0.0373,0.0356,,,,,,,,0.0348,0.0418,0.0348,0.0339,0.035,0.0317,,,,,,,,0.037,0.0412,0.037,0.0366,0.0362,0.0341,,,,,,
,,0.0365,0.0365,0.0376,0.0366,0.0369,0.0392,,,,,,,,0.0372,0.0334,0.0363,0.0328,0.0336,0.0351,,,,,,,,0.0388,0.0355,0.0374,0.0355,0.0362,0.0376,,,,,,
,,0.0386,0.0362,0.0362,0.0369,0.0371,0.0403,,,,,,,,0.0368,0.0344,0.0345,0.0333,0.0337,0.0373,,,,,,,,0.039,0.0366,0.0376,0.036,0.0374,0.04,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
~End,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate:,Plate2,1.3,PlateFormat,Endpoint,Absorbance,Raw,FALSE,1,,,,,,3,730 578 434 ,2,5,96,1,6,,,,,,,,,,,,,,,,,,,
,Temperature(ÁC),1,2,3,4,5,6,7,8,9,10,11,12,,1,2,3,4,5,6,7,8,9,10,11,12,,1,2,3,4,5,6,7,8,9,10,11,12
,26.5,,0.0356,0.0365,0.0359,0.0358,0.0356,0.036,0.0362,0.0389,0.0352,0.0371,0.035,,,0.3928,0.2815,0.2504,0.2896,0.2892,0.2403,0.2557,0.2428,0.2922,0.3562,0.3641,,,0.2608,0.3022,0.308,0.2991,0.3142,0.305,0.3041,0.305,0.2906,0.2907,0.2835
,,,0.0368,0.0368,0.0366,0.0354,0.0362,0.0362,0.0358,0.0381,0.0415,0.035,0.0357,,,0.4201,0.2908,0.2548,0.291,0.2805,0.2555,0.2554,0.2598,0.3214,0.3998,0.3582,,,0.2768,0.2962,0.304,0.2913,0.2951,0.3148,0.3078,0.3332,0.3179,0.3244,0.2816
,,,0.0369,0.0366,0.0365,0.0362,0.0365,0.0362,0.036,0.0361,0.0351,0.035,0.0354,,,0.4127,0.2774,0.2721,0.2789,0.2937,0.2446,0.2459,0.2594,0.3131,0.3697,0.3628,,,0.2695,0.2906,0.3212,0.2812,0.3095,0.2961,0.2851,0.3151,0.2954,0.2932,0.2787
,,0.0349,0.0347,0.0359,0.0365,0.0368,0.0353,,,,,,,,0.3418,0.361,0.3425,0.3401,0.2938,0.3108,,,,,,,,0.2732,0.2624,0.2676,0.2782,0.2978,0.2965,,,,,,
,,0.035,0.0367,0.0362,0.0362,0.0361,0.0389,,,,,,,,0.3659,0.3388,0.3555,0.3384,0.3116,0.3426,,,,,,,,0.2871,0.2574,0.2778,0.2789,0.3075,0.3247,,,,,,
,,0.0362,0.0349,0.0361,0.036,0.0362,0.0414,,,,,,,,0.3292,0.3454,0.3636,0.3685,0.2934,0.3488,,,,,,,,0.2645,0.2624,0.2793,0.2989,0.2901,0.3251,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
~End,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Original Filename: Plate_1-23-2020; Date Last Saved: 1/23/2020 5:40:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Workflow:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Set Temperature: IsTemperatureControlOn=""True"" MaximumTemperature=""66"" MinimumTemperature=""15"" TemperatureToSet=""25"" WaitTemperatureToRise=""True"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Open Drawer: Message="""" WaitForDrawToClose=""True"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
