##BLOCKS= 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate:,Plate1,1.3,PlateFormat,Endpoint,Absorbance,Raw,FALSE,1,,,,,,3,730 578 434 ,2,7,96,1,6,,,,,,,,,,,,,,,,,,,
,25,,0.0355,0.0365,0.0353,0.0349,0.0364,0.0377,0.036,0.0365,0.036,0.037,0.0362,,,0.4034,0.3522,0.3314,0.2776,0.2696,0.2775,0.2609,0.2569,0.2978,0.3736,0.3757,,,0.3017,0.359,0.326,0.3449,0.3257,0.3344,0.3082,0.3215,0.3488,0.3021,0.3166
,,,0.0355,0.0367,0.0369,0.0434,0.0371,0.0374,0.0366,0.0362,0.0354,0.0411,0.0375,,,0.3843,0.3164,0.3228,0.2874,0.2899,0.2797,0.2664,0.268,0.2781,0.391,0.3744,,,0.2839,0.3133,0.3124,0.33,0.3472,0.3244,0.3132,0.3216,0.32,0.319,0.3161
,,,0.0365,0.0389,0.0363,0.0369,0.0369,0.0447,0.037,0.0401,0.0369,0.0355,0.037,,,0.4042,0.3246,0.358,0.302,0.2821,0.3105,0.284,0.3113,0.2932,0.3788,0.3624,,,0.2997,0.3197,0.3437,0.3544,0.3248,0.3537,0.3279,0.3654,0.3224,0.3012,0.3022
,,0.0356,0.0363,0.0365,0.0365,0.0367,0.0367,0.0379,0.0364,,,,,,0.3697,0.3503,0.3811,0.389,0.3661,0.3178,0.3495,0.3132,,,,,,0.2937,0.2774,0.2988,0.306,0.3288,0.3086,0.3344,0.3141,,,,
,,0.0363,0.037,0.036,0.0368,0.037,0.0371,0.0383,0.0365,,,,,,0.3909,0.3491,0.3906,0.4057,0.3476,0.3504,0.3953,0.3297,,,,,,0.3095,0.2755,0.3044,0.3188,0.3082,0.3292,0.3693,0.3196,,,,
,,0.0363,0.0359,0.0371,0.0362,0.0361,0.0398,0.0386,0.038,,,,,,0.3845,0.2974,0.3663,0.3886,0.3791,0.3198,0.3635,0.3374,,,,,,0.2989,0.2304,0.2836,0.3045,0.3405,0.304,0.3373,0.3258,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
~End,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Original Filename: Plate_2-20-2020; Date Last Saved: 2/15/2020 5:28:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Workflow:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Set Temperature: IsTemperatureControlOn=""True"" MaximumTemperature=""66"" MinimumTemperature=""15"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
--Null: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
--SetTemperatureWithWaitActivity.TemperatureToSet: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
--SetTemperatureWithWaitActivity.WaitTemperatureToRise: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Open Drawer: Message="""" WaitForDrawToClose=""True"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#NAME?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
--Null: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
--ReadPlateActivity.SectionNameToRead: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Open Drawer: Message="""" WaitForDrawToClose=""True"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-Shake: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
--Null: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
--ShakePauseActivity.ShakeTimeToSet: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#NAME?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
--Null: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
--ReadPlateActivity.SectionNameToRead: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Open Drawer: Message="""" WaitForDrawToClose=""True"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
