##BLOCKS= 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate:,Plate1,1.3,PlateFormat,Endpoint,Absorbance,Raw,FALSE,1,,,,,,3,730 578 434 ,2,7,96,1,6,,,,,,,,,,,,,,,,,,,
~End,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate:,Plate2,1.3,PlateFormat,Endpoint,Absorbance,Raw,FALSE,1,,,,,,3,730 578 434 ,2,7,96,1,6,,,,,,,,,,,,,,,,,,,
,Temperature(¡C),1,2,3,4,5,6,7,8,9,10,11,12,,1,2,3,4,5,6,7,8,9,10,11,12,,1,2,3,4,5,6,7,8,9,10,11,12
,25,,0.0359,0.0374,0.0364,0.0365,0.04,0.0365,0.0365,0.0369,0.0367,0.0387,0.0356,,,0.3332,0.322,0.3159,0.2819,0.2794,0.2799,0.3269,0.2601,0.266,0.4041,0.3853,,,0.2653,0.3381,0.3234,0.3286,0.3584,0.3446,0.4346,0.3311,0.3342,0.3259,0.2992
,,,0.0355,0.0356,0.0359,0.0351,0.0402,0.0353,0.0434,0.0363,0.0366,0.0361,0.0477,,,0.4044,0.3496,0.3266,0.2784,0.3046,0.2721,0.283,0.2656,0.2566,0.3963,0.3832,,,0.3141,0.3464,0.3218,0.3154,0.3652,0.3248,0.3474,0.3249,0.3209,0.3116,0.3073
,,,0.0351,0.0363,0.0366,0.0364,0.0421,0.0356,0.0359,0.0362,0.0361,0.0364,0.0361,,,0.3125,0.3054,0.3142,0.3127,0.297,0.2844,0.26,0.2824,0.3131,0.3816,0.3627,,,0.2411,0.3026,0.3082,0.351,0.3533,0.3235,0.3131,0.3489,0.3684,0.3029,0.2838
,,0.038,0.0356,0.0353,0.0359,0.0395,0.0374,0.036,0.0369,,,,,,0.4824,0.4284,0.3669,0.4107,0.3392,0.3018,0.3323,0.2984,,,,,,0.3398,0.3269,0.2856,0.3176,0.328,0.3339,0.3299,0.3459,,,,
,,0.0358,0.0365,0.0369,0.0368,0.0365,0.0364,0.0366,0.0365,,,,,,0.4085,0.4197,0.4327,0.4437,0.3226,0.3516,0.3614,0.3219,,,,,,0.3085,0.3189,0.3569,0.3457,0.3142,0.35,0.3447,0.3464,,,,
,,0.0376,0.0362,0.0348,0.0417,0.0359,0.0368,0.037,0.0368,,,,,,0.3826,0.4117,0.3853,0.4248,0.3306,0.328,0.3891,0.3558,,,,,,0.2841,0.3058,0.2949,0.3279,0.3113,0.3179,0.3659,0.375,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
~End,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Original Filename: Plate_2-25-2020; Date Last Saved: 2/25/2020 6:51:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Workflow:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Set Temperature: IsTemperatureControlOn=""True"" MaximumTemperature=""66"" MinimumTemperature=""15"" TemperatureToSet=""25"" WaitTemperatureToRise=""True"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Open Drawer: Message="""" WaitForDrawToClose=""True"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Read: ExperimentNameToRead=""Expt1"" SectionNameToRead=""Tris1"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Open Drawer: Message="""" WaitForDrawToClose=""True"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#NAME?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Read: ExperimentNameToRead=""Expt1"" SectionNameToRead=""Tris2"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Open Drawer: Message="""" WaitForDrawToClose=""True"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
