##BLOCKS= 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate:,Plate1,1.3,PlateFormat,Endpoint,Absorbance,Raw,FALSE,1,,,,,,3,730 578 434 ,2,7,96,1,6,,,,,,,,,,,,,,,,,,,
~End,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate:,Plate2,1.3,PlateFormat,Endpoint,Absorbance,Raw,FALSE,1,,,,,,3,730 578 434 ,2,7,96,1,6,,,,,,,,,,,,,,,,,,,
,Temperature(¡C),1,2,3,4,5,6,7,8,9,10,11,12,,1,2,3,4,5,6,7,8,9,10,11,12,,1,2,3,4,5,6,7,8,9,10,11,12
,25,,0.0365,0.0369,0.0375,0.0349,0.0355,0.0345,0.0356,0.0347,0.035,0.0352,0.0366,,,0.3244,0.3151,0.2895,0.2988,0.2782,0.2941,0.2461,0.2702,0.2913,0.2925,0.3719,,,0.2671,0.3021,0.2816,0.3075,0.3057,0.3102,0.264,0.3208,0.3184,0.2591,0.3025
,,,0.0372,0.0357,0.0361,0.0341,0.0342,0.0341,0.0345,0.0355,0.0342,0.0347,0.0346,,,0.3417,0.3115,0.3056,0.2955,0.2903,0.2891,0.289,0.2654,0.2729,0.3378,0.3567,,,0.2959,0.2943,0.2905,0.305,0.3133,0.3045,0.3074,0.2961,0.3139,0.2965,0.2915
,,,0.034,0.0346,0.0368,0.0387,0.0371,0.035,0.0349,0.037,0.0339,0.0402,0.0349,,,0.3287,0.4097,0.3071,0.2996,0.2929,0.2734,0.2967,0.2865,0.2924,0.3529,0.3657,,,0.2897,0.3985,0.2882,0.3027,0.3121,0.2812,0.3106,0.3098,0.3252,0.3083,0.2959
,,0.0344,0.0346,0.035,0.034,0.0357,0.0342,0.0347,0.0349,,,,,,0.319,0.3254,0.3356,0.3704,0.3086,0.329,0.309,0.3327,,,,,,0.2636,0.26,0.2807,0.2935,0.2983,0.298,0.2973,0.3169,,,,
,,0.0349,0.0347,0.0341,0.0356,0.0344,0.0343,0.0344,0.0344,,,,,,0.3126,0.3144,0.3536,0.3671,0.3223,0.329,0.335,0.335,,,,,,0.259,0.2527,0.2941,0.2895,0.3144,0.2943,0.3121,0.3155,,,,
,,0.0346,0.0335,0.0341,0.034,0.0343,0.0346,0.035,0.0348,,,,,,0.3292,0.321,0.3551,0.3562,0.3083,0.3372,0.2847,0.331,,,,,,0.2708,0.254,0.295,0.2795,0.291,0.299,0.2661,0.3112,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
~End,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Original Filename: Plate_2-20-2020; Date Last Saved: 2/2/2020 3:44:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Workflow:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Set Temperature: IsTemperatureControlOn=""True"" MaximumTemperature=""66"" MinimumTemperature=""15"" TemperatureToSet=""25"" WaitTemperatureToRise=""True"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Open Drawer: Message="""" WaitForDrawToClose=""True"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Read: ExperimentNameToRead=""Expt1"" SectionNameToRead=""Plate1"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Open Drawer: Message="""" WaitForDrawToClose=""True"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#NAME?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Read: ExperimentNameToRead=""Expt1"" SectionNameToRead=""Plate2"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Open Drawer: Message="""" WaitForDrawToClose=""True"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
